Book,AverageRating
28630092,7.5
28630106,6
002863022X,7
28630343,7
28630394,8
28630424,7
28630912,5
28631064,3
28631188,7.5
28631390,9
28631412,10
28631633,5
002863165X,8
28631692,7
28631757,9
28631870,7
28631919,8
002863196X,10
28632028,10
28632311,7
28632613,9
28632672,8
28632753,2
28633121,5
28633504,8
28633792,10
28634209,5
28634500,8
28634691,10
28634764,8
28634926,1
28635868,8
28635949,7
28636279,7
28636392,5
28636406,5
002863649X,10
28636589,8
28636619,8
28636651,8
28637011,6
28637283,9
28637763,8
28637798,10
002863814X,9
28638360,4
28638395,10
28638522,5
28638670,5
28639227,10
28639367,5
28639456,8.333333
28639588,7
28639693,7.5
002863974X,10
28639766,10
28639820,10
28639960,8
28640020,8
28640055,7
28640071,9
28641671,8
28641701,9.666667
002864171X,5
28641736,9
28642082,5.5
28642244,5
28642260,6
28642333,7
28642422,7
28642600,4
28642635,9
28642651,2
28643186,5
28643275,7
28643380,9
28643518,7
28644557,10
28644670,10
28645243,4
28646851,7.5
002864896X,8
28650875,5
28653343,8
28702506,8
28702514,7
28704711,8
28713303,10
28740025,9
28740106,8
28740173,8
287698,3
28810384,5
28981294,7
002898238X,5
28982428,5
29021006,10
29021901,10
29023807,9
29059801,7
29064414,5
29066824,8
29066832,7
002907052X,8
29079705,7
29081009,8
29087104,8
29095026,9
29106958,4
29126800,5
29141001,7
29146739,9.5
29160030,8.5
29166764,10
29177766,7
29187109,6
29190959,8.5
29197821,8
29227909,10
29234905,6
29250617,8
29256208,6
29298652,7.5
002930380X,7
29316006,8
29327113,7
29339405,9
29344301,10
29345707,10
002934770X,10
29353017,8
29356032,8
29356504,8
002954081X,7
29638607,10
29639905,7
29640407,7
29690803,8
29692407,6
29693306,6
30000726,8.5
30000831,8
30000920,6
30002060,7
30003474,10
30007135,2
30009995,8
003001512X,9
30018897,8
30020786,7
30031842,8.5
30035627,5
003003678x,7
30036798,5
003004068X,8
30045592,9
30045622,5
30045894,7
003005608X,7
30056144,6
30056276,8
30056292,7
30061091,10
30069564,4
30069580,8
30073189,10
30073227,10
30074312,8
30075211,7
30080037,5
30085373,8.75
003008539X,10
003008685X,8
30095344,7
30096189,10
30096502,8
30102006,6
30107210,10
30107318,9
30115078,5
30118514,1
30119197,9.5
30119502,9
30119537,7
30127440,7
30129362,9
003013157X,5
30137462,10
30138663,8
003014051X,8
30147166,5
30149010,9
30149061,6
30151015,5
30153913,5
30154863,8
30155665,10
30157188,5
30172217,8
30180716,6
30180864,10
30181011,10
30181062,10
30182913,10
003018682X,9
30200784,7
30200881,5
30206812,9
30209692,10
30210267,10
30211131,7
30211212,9
003022313X,7.5
30224721,5
30226546,5
30226767,9
30226864,8
30230667,9
30254264,9
30259649,5
30267226,7
30271509,5
30291798,8
30304148,5
30310105,10
30325935,7
30363160,8
30384427,5
30402417,8
30416515,10
30419964,8
30420210,5
30423910,9
30427517,8
003043131X,7
30437113,8
30437717,7
30441668,9
30445760,8
30448514,5
30448565,8
30448611,7.5
30449561,8
30452457,5
30454964,5
30463262,8.5
30474868,10
30476119,5
30477166,8
30491266,8.75
30491762,8
30491819,8
003049186X,8
003049186x,8
304919116,8
30491916,8
30491967,8
30494265,10
30494702,10
30494931,5
30512379,10
30520037,1
30538173,5
003054520X,9
30547032,5
30549825,8
003055487X,7
30554934,6
30555477,7
30559170,10
30560632,8
30567769,5
30574692,10
30574862,8
30576687,10
003057708X,9
30579899,7
30582776,5
30583497,5
30585015,8
30586240,8
30586461,5
30591724,8.5
30595746,8
30595916,10
30597838,8.5
30597862,10
30597889,8.666667
30599415,7
003060043X,7
30602971,7
30604176,5
30605601,10
30606047,7
003061368X,8
30615224,7.5
30615321,8
30615526,7
30615534,8
30616565,7
30616573,8
30617316,6.6666665
30617324,8
30617332,8.333333
30619432,6
30621577,9
30621984,8
30622093,8
30623286,5
30624142,10
30624363,6.4
30626315,7
30632366,7.25
30632536,7
30633931,10
30635438,6
30635527,10
30635543,3
30636973,8
003063864X,5
30640768,7
30686784,8
30686792,8
30695031,5
30706114,8.5
30706998,8
30707234,10
30707315,6
30710618,5
003071091X,5
30716322,10
30744210,9
30748828,5
30753740,7
30773253,8
30790980,5
003079790X,5
30803012,5
30812690,10
30816297,5
30842573,7
30844924,7
30850746,7
30859670,7
30865727,5
30867945,7
30897432,5
003089896X,9
30899249,10
30899788,5
30899915,5
003091356x,8
30957648,7
30965012,5
30975891,7
312195516,8
3172217,7
33285444,10
3400414630,8
34472272,6
3453549310,7
37423550,2
375402446,8
375700757,8
38710811,3
003922063X,8
39272044,5
39282783,10
41210190,5
41490355,10
41490517,7
42000289,7
42941342,8
42990084,5
43000991,7
43091105,4
43202179,8
43350135,5
43510744,7.5
43720455,6.5
439188822,6
440221471,9
44400187,10
44401531,7
44401566,5
44401574,5
44402449,10
44402481,4
44403070,7
44403119,7
44405294,9
44406150,8
44406452,6
44406495,7
44406711,7.25
44407726,6.75
44407955,8
44408331,9
44408633,7
44408773,10
44409001,5
44409109,9
44409281,5
004440932X,7
44409494,10
44409702,9
44421931,9
44422776,7.5
44422857,5.5
44423160,3
45119052,9
451190556,10
45300232,9
004575019X,5
46120483,5
4613042,7
46360715,9
46410430,8
46676640,10
48200158,8.5
48200255,8
48200301,5
48210196,9
48210285,7
48230707,10
48230871,9.833333
48231142,8
48231304,10
48231398,8.75
4823155,8
48231851,6
004823186X,9.5
48231878,10
48231886,8.333333
48232076,7
48232297,9.5
48232386,8
48233382,7
48233404,9
4823343,8.5
004823382X,7
48233862,10
48240141,10
48270202,6
48270237,7
004827044X,5
48271160,5
48950270,9
49280708,10
50029193,2
50034669,8
50035479,8
50042874,9
553131893,5
555250,4
60000791,8
60000805,7.25
60000961,6.6666665
60001445,6.6666665
60001453,7.4
60001461,8
006000147X,8
006000150X,7.5
60001801,7.75
006000181X,6.5
60001860,8
60001933,7
60001941,8.75
60002050,7.5384617
60002069,6.6
60002077,7.571429
60002093,6.4
60002433,6
60002484,9
60002492,7.25
60002530,4
60002697,8
60002700,7
60004320,7
60004339,7
006000438X,7.529412
006000438x,8
60004401,7
006000441X,9
60004428,10
60004533,7.6
60004606,8.5
60004622,8
006000469X,7.25
60004703,5.6666665
60004746,8
60005009,8
60005424,8.5
60005505,10
60005521,8
006000553X,5
60005548,8.25
60005556,9
60005564,8.666667
60005688,9
006000570X,9
60005726,6.5
60005777,7.5
006000584X,9
60006048,6.5
60006285,10
60006293,8.5
60006323,8
60006331,9
60006390,9
60006617,10
60006641,9
006000665X,6
60006870,9
60006897,9.5
60007192,8.1
60007206,7
006000746X,9
60007575,8.5
60007761,9.666667
60007788,8.1
006000780X,7.8
60007826,10
60007834,7
60008024,8.125
60008032,7.257143
60008121,8
60008245,8
60008296,7.3333335
60008350,7
60008369,7.4
60008385,8.5
60008490,7.5
60008725,7.428571
60008776,6.84
60008784,7.3333335
60008865,8
60008873,7.6
60008881,7.5
60008903,8.333333
60008946,8
60009012,7.571429
60009225,9.5
60009241,7.2222223
006000925X,6.75
60009292,9.5
006000942X,6.8
60009462,8.5
60009640,8
60009667,10
60009810,7
006001007X,7
60011173,9
60011416,10
60011483,9
60011572,9.75
60011602,8
60011610,10
60011785,9
60011904,6.5
60011912,7
60011939,7.6
006001203X,7.409091
006001220X,8
60012331,8.833333
60012358,7.6666665
60012366,10
60012560,8
60012609,10
60012781,8.533334
60012811,9
60012838,5
60012862,7
60012897,8.333333
60012900,8
60012919,8
60013117,7.571429
60013125,8.7
60013133,10
006001315X,9
60013249,9
60013508,8
60013524,5
60013974,8
60014016,6.3333335
60014040,8
60014091,8
60014156,8.5
60014253,8.5
60014261,10
006001427X,9
006001430X,8
60014342,6
600182695,7
60080507,10
60080841,7.928571
006008085X,8
60081597,6.75
60081600,10
60081635,9
60081651,9
006008166X,6.6
60081686,8
60081759,10
60081961,7.7272725
60081988,7.5
60082070,9
60082151,6.5
006008216X,6.3333335
60082739,6.5
60082895,6.5
60082968,5
60083255,7.888889
60083263,8.5
60083298,8
60083425,7.25
60083816,9
60083948,6.65
60083956,6.8
60083972,8
60083999,7
60084022,6
60084049,5.5
60084065,8
60084081,6
006008409X,7.5
60084286,9
60084332,9
60084340,8
60084367,10
60084405,7.8
60084456,7.25
60084537,7
006008460X,8.5
60084707,7
60085444,7.1764708
60085452,8.130435
60085495,8.8
60085630,8
60085894,7.5
60085924,7
60086246,7.866667
60086270,6
60086386,6.0526314
60086629,10
60086637,4
60086645,3
60086661,6
60087358,7.3333335
60087374,8
60087412,9
60087439,7.3333335
60087471,8
60088060,8
006008829X,9
60088575,9
60088613,7
60088796,8
60088877,9
60089288,8
60089296,9
60089539,7.3333335
60089555,5
60090251,8.75
60090324,10
60090367,7.5185184
60090375,7.2
60090383,7.611111
60090405,7
60090421,8
60090626,10
60090642,9
60092092,6
60092114,5
60092130,6.6
60092149,6.5
60092165,8
60092181,6.5
60092572,6.3333335
60092599,6
60092645,7.375
60092653,7.6666665
60092661,7.75
60092963,7.7777777
60092971,8
006009298X,10
60093161,7
60093269,9
60093412,10
60093463,7.6666665
006009348X,9
006009351X,6
60093544,3
60093579,6
60093595,8
60093749,7
60094095,7
60094109,4.6666665
60094176,3
60094397,6.6666665
60094818,8
60094850,6.6
60095245,10
006009527X,9.333333
60095288,8
60095296,7
60095482,8
60095571,8
60095628,6
60096071,8
006009608X,10
60096098,9
60096195,8.132075
60096209,7.1764708
0060096510X,5
60096624,10
60096675,7.3333335
60096772,9
60097469,8.6
60097477,6
60097574,9.5
60097701,10
60097825,8
60097914,10
60097973,6.5
60098120,8
60098538,8
60099062,8.333333
60099089,10
60099240,2
60099453,7.8333335
60099526,9
60103132,9
60103655,9
60104147,5
60104333,5
60104724,7
60104910,7
60105283,7
60106263,6
60106387,7
60106581,9
60107278,7
60107669,9
60108568,5
601093785,8
60109955,7
60110740,10
60111011,9
60111135,10
006011195X,7
60112816,5
60113073,7
60113375,9
60113413,7
60113839,8
60114142,9
60114169,8
60114193,10
60114991,10
60115580,8
60116412,7
60117125,5.5
60119039,5
60119071,8
60120916,7
60122889,7
60124067,3
60124210,7
60125012,8
60125616,5
60125683,6
60127007,8
60128070,8
60128917,9
60129484,9
60129565,10
60129735,4
60129743,6
006013268X,8
60132833,8
60133562,6.5
60133694,9
60136537,9
60136847,7
006013738X,10
60139110,7
60139145,8
60142278,10
60142529,5
60143266,10
60145617,5
60148047,10
60148330,6
60148489,10
60148934,6
60148993,9
60149035,10
60149205,8
60149280,9
60149590,9
60149876,10
60149906,8
60149930,9
60150017,5.6666665
60150335,10
60150890,7
60151455,6.5
60151641,6
60152028,9.5
601525583,9
60152567,5
60152583,7.125
60153016,7
60153059,4
60153180,9
60153393,9
60153490,10
60153784,7
60153830,7
60153970,5
60154098,7
006015425X,10
60154373,6
60154462,9
60154853,10
60154969,7.6
60155027,7.5
60155396,7
60155515,6.5
60155698,8
60156309,6
60156414,10
60156562,5
60156732,9
60156813,8
60156953,9.5
60156961,5.5
60157097,5
60157119,7
60157410,8
60157550,8
60157577,10
60157763,9
006015781X,6.6666665
60157917,8
60157992,6
60158050,7
60158158,8
60158301,10
60158638,9
60158654,6.6666665
60158735,6
60158824,7
60159081,8
60159111,9
60159294,4
60159383,8
006015957X,10
60159685,4
60159790,7.5
60159987,7
60160012,9
60160047,9
60160101,8
60160128,8
60160136,7
60160268,7
60160276,8
006016042X,8
006016056X,8
60160594,8
60160691,5
60160705,5
60160713,7.6
60160772,10
60160799,5
60160810,7
60160950,5
60161124,5
60161183,6.5
60161507,10
006016154X,9
60161566,6
60161582,7.428571
60161612,9.333333
60161620,7
60161647,8.333333
60161701,9
60161728,8
60161744,7
60161767,8
60161833,8
60162481,5
006016249X,9.5
60162546,8.333333
60162619,5
60162724,8
60162740,7
60162767,5.5
60162937,8
60162945,7.75
60163097,5
60163100,5
60163275,7
60163283,8
60163461,10
006016350X,10
60163623,6
60163704,9
60163747,8.5
60163798,6
60163879,6
60163976,6.25
60164115,5
60164190,6.3333335
60164212,5
60164239,5
006016445X,7
60164522,10
60164549,8
60164662,9.666667
60164719,9
60165170,7
60165286,10
60165294,6
60165308,7
60165367,8
60165383,9
60165413,9
60165529,8
60165588,9
6016576,8
60165766,10
006016591X,8
60165936,8
60165979,6.8
60165987,6.5
60166037,10
60166371,8
60166436,7
60166495,10
60166517,9
60166541,9
60166622,6
60166657,8
60166673,9
60166770,7
60166789,8
60166851,8
60166932,7.75
006016697X,7
60167033,8.5
60167084,7.5
60167114,2
60167149,7
006016722X,10
60167335,9
60167408,7
006016767X,7.25
60167688,9
60167718,5
60167807,7.5
60168005,9
60168013,8.5
60168099,7
60168161,8
60168218,9
60168382,7.5
60168404,10
60168412,6
6016848,6.5
006016848X,6.9473686
60168528,10
60168609,9
60168641,9
60168706,7
60168714,9
60168757,5
60168862,8
60168900,8
60169028,9.5
60169036,7
60169087,5
60169192,8
60169206,1
60169281,7.75
60169419,7
60169435,7.5
60169443,7
60169532,8
60169583,7.3333335
60169613,7
60169621,10
006016963X,5
60169893,6
60170085,6
60170123,6.6666665
60170166,7.75
60170190,5.8
60170301,8
60170352,10
60170387,5
60170395,5
60170409,5
60170565,5
60170573,9
60170786,5
60170808,7
60170875,8
60170913,8
60171111,4.5
60171138,6
60171154,9
60171162,6
60171189,7
60171316,6
60171324,8
006017143X,8.333333
60171510,8
60171545,8
60171626,6.5
60171723,5
60171790,9
60171928,6.909091
60172053,7.5
60172096,7.8
60172118,8
60172126,7.5
60172134,5
60172142,9
60172169,8
60172185,4
60172223,4
60172231,5.5
60172479,6
60172509,6
60172533,7
60172665,6
60172703,6
60172738,7
60172916,7.6666665
60172940,10
60172975,9
60173025,9
60173076,6.8
60173084,5.5
60173092,5
60173114,10
60173149,4
006017319X,3
60173211,8.5
006017322X,9.333333
60173289,7.6101694
006017336X,5
60173378,9
60173416,5
60173521,9
60173629,9
006017367X,9
60173696,7
60173726,10
60173769,8
60173793,6
60173858,6.25
60173890,10
60173963,8.5
60174056,7
60174110,7
60174374,9
60174390,8
60174471,9
60174633,7.3333335
60174714,4
60174722,7.6
60174765,8.5
60174803,8.5
60174900,7.6666665
60174919,7
60174978,8
60174986,9
60175028,7
60175052,7
006017515X,7
60175184,8
60175273,7.75
6017528,7
60175281,8
60175346,9
60175400,8.384615
60175451,3
006017546X,8
60175486,5.5
60175532,7
60175605,7.6666665
60175621,8
60175648,10
60175656,7.6666665
60175680,5.875
60175699,5
60175702,7.25
60175796,7.5
60175818,8
60175826,5
60175869,9
60175907,9
60175931,8
60175966,8.1470585
60175982,5.6666665
60176032,8
60176059,7
60176075,6.857143
60176083,7.5
60176113,8
006017613X,7.4444447
60176148,6.75
60176156,7.6666665
60176164,6.6
60176172,8
60176180,7
60176229,8
006017630X,7.5
60176334,9
60176377,5
60176385,10
60176539,6
60176555,8
60176563,7
006017658X,8
60176598,7
006017661X,2
60176644,6
60176660,6.8333335
60176709,7
60176733,7
60176741,6
60176776,8
60176784,7
60176792,7.25
60176806,5.928571
60176873,6
60176881,7
60176911,9
60176946,5
60176962,8
60176970,6.6666665
60177012,8.333333
60177128,8
60177144,7
60177152,7
60177160,6
60177179,8
60177209,6.3333335
60177217,9
60177225,7
60177233,8
60177241,7.8
60177276,6
60177330,7
60177349,7.25
006017739X,5.6666665
60177500,8.375
60177594,5.5
60177608,9
60177624,7
60177632,7.5
60177640,7
60177721,8.25
006017773X,7.714286
60177756,8
60177764,7
60177837,10
60177861,5
60177888,8.7
60178213,9
60178221,6
60178248,7.3333335
60179112,10
006017918X,5.5
60179252,7.5
60179333,8.5
60179341,6.6666665
006017935X,7
60179376,6.5
60179384,6.6
60179430,6.5
60179449,7.3333335
60179457,7.4
006017949X,6
60179562,5
60179635,8
60179791,8
006017983X,6
60179872,7
60179910,10
60182075,9
60182148,6
60182156,8
60182172,6.75
60182369,6
60182466,10
60182520,6
60182563,7.75
60182571,9
60182687,8
60182792,9
60182857,8
006018292X,6.3333335
60182938,5
60182970,6
60183012,7
60183020,3
006018311X,7.3333335
60183136,7
60183217,9
60183225,7.6666665
60183306,10
60183330,7
60183349,8.666667
60183357,8
60183411,7.5
60183489,7.5
60183519,8.5
60183527,6
60183578,7
60183683,8.666667
60183691,7.5
60183705,6
60183713,10
60183721,6.5
006018373X,5
60183764,8
60183772,7
60183896,9
006018390X,9
60184078,8
60184701,9
006018471X,8
60184728,8
60184817,7.5
006018485X,7
60184868,7
60184906,5
60184957,7.4166665
60184965,9
60184973,8.25
60185074,7.7
60185082,7.6666665
60185104,7
60185112,7
60185147,8
006018518X,6.6666665
60185201,8
60185252,6
60185287,7.8333335
60185295,8
60185341,8
60185368,6
60185406,7.5
006018552X,8
60185546,8
60185678,8.333333
60185686,8.333333
60185708,9
60185716,7.6666665
60185724,6
60185732,7.5
60185775,8
60186267,8
60186275,8
60186305,9.5
60186321,3
60186348,8.5
60186380,7.3333335
60186429,4
60186453,7
006018650X,6.5
60186526,6
60186623,10
006018664X,10
60186690,9
006018681X,6
60186941,5
60186976,8
006018700X,9
60187018,5
60187115,7
60187174,7
60187239,8
60187263,6
60187271,9
006018728X,8
60187395,7
60187425,7.6666665
60187468,10
60187476,7.625
60187573,9
60187611,6
60187662,9
60187689,10
60187778,6
60187832,10
60187840,7.428571
60188057,7
60188065,7.3333335
60188197,9
60188219,7
006018826X,7
60188618,6.5
60188650,6.75
60188707,9.5
60188723,5
6018873,7
60188731,7.911111
60188790,6
006018888X,9
60188901,8
60188936,9
60188952,7.6666665
60188987,9
60190094,5
60190361,10
60190531,10
60191007,5
60191015,7.75
006019104X,9
60191058,7.714286
60191163,5
60191252,5
60191279,7
60191341,5
60191384,6
60191414,10
60191457,1
60191473,2
006019149X,10
60191503,5
60191538,7.6
60191546,8
60191791,5.5
60191805,6
60191813,7.714286
60191821,7.571429
60191856,10
60191872,6.3333335
60191929,7.25
60191961,9.5
006019197X,7
60191988,6.4
60192003,5
60192119,7.888889
60192232,8
60192240,7.75
60192259,9
60192283,8
60192305,8
60192313,8
60192321,9
006019233X,7
60192356,6.6666665
60192364,8.5
60192410,8.5
60192488,8
006019250X,9.714286
60192631,6.3333335
60192704,8.125
60192755,8
60192763,8
60192801,6.3333335
60192887,7
60192895,7
60192917,10
0060192917`,10
006019295X,7
006019300X,8
60193085,6
60193093,7
60193123,7
60193158,8
60193220,10
60193255,6
60193263,7.3333335
60193328,8
60193336,6
60193344,7.3333335
60193395,7.6153846
60193425,8
006019345X,9
60193492,10
60193506,6
60193557,5.6666665
60193611,6.5555553
006019362X,5.5
